src,tgt
CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2](Cl)(Cl)[P+](c2ccc(N(C)C)cc2)(C(C)(C)C)C(C)(C)C)cc1,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd](Cl)(Cl)[PH](c2ccc(N(C)C)cc2)(C(C)(C)C)C(C)(C)C)cc1
O[Pd]O~C,OC(O)(O)O~[Pd]
CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[P+](C1CCCCC1)(C1CCCCC1)[Pd-](Cl)c1ccccc1-c1ccccc1N,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd](Cl)c1ccccc1-c1ccccc1N
CC(C)(C)[P+](Cl)(C(C)(C)C)[Pd-2](Cl)(Cl)[P+](Cl)(C(C)(C)C)C(C)(C)C,CC(C)(C)P(Cl)C(C)(C)C~CC(C)(C)P(Cl)C(C)(C)C~Cl[Pd]Cl
Cl[Pd-2]1(Cl)[P+](c2ccccc2)(c2ccccc2)CCC[P+]1(c1ccccc1)c1ccccc1,Cl[Pd]Cl~c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
C1=CCCC=CCC1~C=CC[Pd]OS(=O)(=O)C(F)(F)F,C=CCC1=CCCC=CCC1~O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~[Pd+2]
Cl[Pd-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Clc1cccc(P(c2ccccc2)c2ccccc2)c1Cl~Clc1cccc(P(c2ccccc2)c2ccccc2)c1Cl~[Pd]
[C]~[Pd],C[Pd]
[H][H].[Pd],[H][H]~[Pd]
[PdH2],[H-]~[H-]~[Pd+2]
CC#[N+][Pd-2](Cl)(Cl)[N+]#CC,CC#N~CC#N~Cl[Pd]Cl
C=CC[Pd]Cl,C=C[CH2-]~C=C[CH2-]~Cl[Pd+]~Cl[Pd+]
O[Pd]O~[C],C~O~O~[Pd]
[C]~[Pd],C~[Pd]
ClCCl.Cl[Pd]Cl,ClCCl~Cl[Pd]Cl
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Pd-](Cl)(Cl)[n+]1cccc(Cl)c1,CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Pd-2](Cl)c1ncccc1Cl
O=[Cr-2](=O)(=O)([n+]1ccccc1)[n+]1ccccc1,O=[Cr](=O)=O~c1ccncc1~c1ccncc1
O=[Cr](=O)([O-])Cl~c1cc[nH+]cc1,O=[Cr](=O)([O-])Cl~O=[Cr](=O)([O-])Cl~c1cc[nH+]cc1~c1cc[nH+]cc1
O=[Cr](=O)=O.c1ccncc1,O=[Cr](=O)=O~c1ccncc1
O=[Cr](=O)([O-])Cl~c1cc[nH+]cc1,O=[Cr](=O)([O-])OCl~c1cc[nH+]cc1
O=[Cr](=O)([O-])Cl~c1cc[nH+]cc1,O=[Cr](=O)([O-])Cl~O=[Cr](=O)([O-])Cl~c1ccc(-c2cccc[nH+]2)[nH+]c1
O=[Cr](=O)(O[Na])O[Cr](=O)(=O)O[Na],O~O~O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-]~[Na+]~[Na+]
Cl[Ru-2](Cl)(=Cc1ccccc1)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,C=Cc1ccccc1~Cl[Ru]Cl~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
C[Al-](C)(C)[N+]12CC[N+]([Al-](C)(C)C)(CC1)CC2,C1CN2CCN1CC2~C[Al](C)C~C[Al](C)C
O=[Mn]=O,[Mn]O[Mn]
[Ag]O[Ag],O=[Ag]
O=[Ag],[Ag+2]~[O-2]
C1=CCCC=CCC1~CO[Ir],C1=CCCC=CCC1~C1=CCCC=CCC1~C[OH2+]~C[OH2+]~[Ir]~[Ir]
C1=CCCC=CCC1~Cl[Ir],C1=CCCC=CCC1~C1=CCCC=CCC1~[Cl-]~[Cl-]~[Ir]~[Ir]
C1=CCCC=CCC1~CO[Ir],C1=CCCC=CCC1~C1=CCCC=CCC1~C[O-]~C[O-]~[Ir]~[Ir]
C1=CCCC=CCC1~[Ir][P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1~F[P-](F)(F)(F)(F)F~c1ccncc1,C1=CCCC=CCC1~C1CCC(P(C2CCCCC2)C2CCCCC2)CC1~F[P-](F)(F)(F)(F)F~[Ir]~c1ccncc1
CC1=C(C)C(C)([Ir](Cl)Cl)C(C)=C1C,Cc1c(C)c(C)[c-](C)c1C~Cc1c(C)c(C)[c-](C)c1C~[Cl-]~[Cl-]~[Cl-]~[Cl-]~[Ir+3]~[Ir+3]
[H+]~[H+]~Cl[Ir-2](Cl)(Cl)(Cl)(Cl)Cl,Cl~Cl~Cl[Ir](Cl)(Cl)Cl
CC(C)(C)[PH+](C(C)(C)C)C(C)(C)C~F[B-](F)(F)F.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~[Pd]~[Pd],CC(C)(C)[PH+](C(C)(C)C)C(C)(C)C~F[B-](F)(F)F~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~[Pd]~[Pd]
CC(C)(C)[PH+](C(C)(C)C)C(C)(C)C~F[B-](F)(F)F.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~[Pd]~[Pd],CC(C)(C)[PH+](C(C)(C)C)C(C)(C)C~F[B-](F)(F)F~O=C(C=Cc1ccccc1)C=Cc1ccccc1~O=C(C=Cc1ccccc1)C=Cc1ccccc1~O=C(C=Cc1ccccc1)C=Cc1ccccc1~[Pd]~[Pd]
CC(C)(C)[O-]~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+]~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~[Pd]~[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,CC(C)(C)[O-]~[Na+]~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~[Pd]~[Pd]~c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1
CC(=O)O[Pd-2](OC(C)=O)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)O~CC(=O)O~[Pd]~c1ccc(P(c2ccccc2)c2ccccc2)cc1
Cl[Pd-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1~Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1
Cl[Pd-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Pd]Cl~c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(C)(C)C[Zn]I,CC(C)(C)C[Zn+]~[I-]
CC(C)CC[Zn]Br,CC(C)CC[Zn+]~[Br-]
CCCCC[Zn]Cl,CCCCC[Zn+]~[Cl-]
CC(C)(C)C[Zn]Cl,CC(C)(C)C[Zn+]~[Cl-]
CC(C)(C)C[Zn]Br,CC(C)(C)C[Zn+]~[Br-]
CC(C)(C)OC(=O)C[Zn]Cl,CC(C)(C)OC(=O)C[Zn+]~[Cl-]
CCOC(=O)CCC[Zn]Br,CCOC(=O)CCC[Zn+]~[Br-]
CC(C)(C)OC(=O)C[Zn]Br,CC(C)(C)OC(=O)C[Zn+]~[Br-]
CC(C)C[Zn]Br,CC(C)C[Zn+]~[Br-]
CCCC[Zn]Br,CCCC[Zn+]~[Br-]
CCOC(=O)CC[Zn]Br,CCOC(=O)CC[Zn+]~[Br-]
COC(=O)[C@@H](C)C[Zn]Br,COC(=O)[C@@H](C)C[Zn+]~[Br-]
Br[Zn]CCC1OCCO1,[Br-]~[Zn+]CCC1OCCO1
Br[Zn]CCc1ccccc1,[Br-]~[Zn+]CCc1ccccc1
CC([Zn]Br)c1ccccc1,CC([Zn+])c1ccccc1~[Br-]
Cc1ccc(C[Zn]Cl)cc1,Cc1ccc(C[Zn+])cc1~[Cl-]
Cc1ccccc1C[Zn]Cl,Cc1ccccc1C[Zn+]~[Cl-]
Cl[Zn]Cc1ccc(Cl)cc1,Clc1ccc(C[Zn+])cc1~[Cl-]
Cl[Zn]Cc1cccc(Cl)c1,Clc1cccc(C[Zn+])c1~[Cl-]
Cl[Zn]Cc1ccccc1Cl,Clc1ccccc1C[Zn+]~[Cl-]
CC(=O)O[Zn]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~[Zn+2]
Fc1ccc(C[Zn]Cl)cc1,Fc1ccc(C[Zn+])cc1~[Cl-]
Fc1ccccc1C[Zn]Cl,Fc1ccccc1C[Zn+]~[Cl-]
Fc1cccc(C[Zn]Cl)c1,Fc1cccc(C[Zn+])c1~[Cl-]
Fc1ccc(C[Zn]Br)cc1,Fc1ccc(C[Zn+])cc1~[Br-]
Br[Zn]Cc1ccccc1,[Br-]~[Zn+]Cc1ccccc1
COC(=O)C1([Zn]Br)CC1,COC(=O)C1([Zn+])CC1~[Br-]
CC(=O)/C=C(/C)O[Zn]O/C(C)=C\C(C)=O,CC(=O)/C=C(/C)O~CC(=O)/C=C(/C)O~[Zn]
CC(=O)/C=C(/C)O[Zn]O/C(C)=C\C(C)=O,CC(=O)C=C(C)[O-]~CC(=O)C=C(C)[O-]~[Zn+2]
CCOC(=O)C[Zn]Br,CCOC(=O)C[Zn+]~[Br-]
COc1ccc(C[Zn]Cl)cc1,COc1ccc(C[Zn+])cc1~[Cl-]
COc1ccccc1C[Zn]Cl,COc1ccccc1C[Zn+]~[Cl-]
COc1cccc(C[Zn]Cl)c1,COc1cccc(C[Zn+])c1~[Cl-]
CC(C)(C)OC(=O)N1CC([Zn]I)C1,CC(C)(C)OC(=O)N1CC([Zn+])C1~[I-]
N#CCCCC[Zn]Br,N#CCCCC[Zn+]~[Br-]
CC(C)(C)OC(=O)CC[Zn]Br,CC(C)(C)OC(=O)CC[Zn+]~[Br-]
Br[Zn]C1CCCCC1,[Br-]~[Zn+]C1CCCCC1
Br[Zn]C1CCC1,[Br-]~[Zn+]C1CCC1
O=S(=O)(O[Zn]OS(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~[Zn+2]
Br[Zn]C1CCCC1,[Br-]~[Zn+]C1CCCC1
Cl[Zn]Cc1ccc(Cl)nc1,Clc1ccc(C[Zn+])cn1~[Cl-]
CC(C)(C)OC(=O)N1CCC([Zn]I)CC1,CC(C)(C)OC(=O)N1CCC([Zn+])CC1~[I-]
CCCCCCCC(=O)O[Zn]OC(=O)CCCCCCC,CCCCCCCC(=O)[O-]~CCCCCCCC(=O)[O-]~[Zn+2]
CN(C)C(=S)S[Zn]SC(=S)N(C)C,CN(C)C(=S)[S-]~CN(C)C(=S)[S-]~[Zn+2]
Fc1c(Cl)cccc1C[Zn]Br,Fc1c(Cl)cccc1C[Zn+]~[Br-]
Clc1cccc(Cl)c1C[Zn]Br,Clc1cccc(Cl)c1C[Zn+]~[Br-]
N#C[Zn]C#N,N#CC#N~[Zn]
N#CCCC[Zn]Br,N#CCCC[Zn+]~[Br-]
Fc1ccc(C[Zn]Br)c(F)c1,Fc1ccc(C[Zn+])c(F)c1~[Br-]
Br[Zn]CC1CCCCC1,[Br-]~[Zn+]CC1CCCCC1
O=S(O[Zn]OS(=O)C(F)F)C(F)F,O=S([O-])C(F)F~O=S([O-])C(F)F~[Zn+2]
FC(F)(F)c1cccc(C[Zn]Cl)c1,FC(F)(F)c1cccc(C[Zn+])c1~[Cl-]
C=C([Zn]Br)C(F)(F)F,C=C([Zn+])C(F)(F)F~[Br-]
CCCCCCCCCCCCCCCCCC(=O)O[Zn]OC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCCCCCCCC(=O)[O-]~[Zn+2]
CC(C)(C)[Si](C)(C)OCCC[Zn]Br,CC(C)(C)[Si](C)(C)OCCC[Zn+]~[Br-]
N#Cc1cccc(C[Zn]Br)c1,N#Cc1cccc(C[Zn+])c1~[Br-]
N#Cc1ccc(C[Zn]Br)cc1,N#Cc1ccc(CBr)cc1~[Zn]
N#C[Zn]C#N,[C-]#N~[C-]#N~[Zn+2]
Cl[Zn]Cl,[Cl-]~[Cl-]~[Zn+2]
Br[Zn]Br,[Br-]~[Br-]~[Zn+2]
I[Zn]I,[I-]~[I-]~[Zn+2]
C[Zn]Cl,C[Zn+]~[Cl-]
Br[Zn]C1CC1,[Br-]~[Zn+]C1CC1
Br[Zn]c1ccccn1,[Br-]~[Zn+]c1ccccn1
CC(C)[Zn]Br,CC(C)[Zn+]~[Br-]
CCC[Zn]Br,CCC[Zn+]~[Br-]
CCC[Zn]Br,[CH2-]CC~[Zn+]Br
Br[Zn]c1nccs1,[Br-]~[Zn+]c1nccs1
Cc1cccc([Zn]Br)n1,Cc1cccc([Zn+])n1~[Br-]
Cc1ccc([Zn]Br)nc1,Cc1ccc([Zn+])nc1~[Br-]
Cc1ccnc([Zn]Br)c1,Cc1ccnc([Zn+])c1~[Br-]
Cc1cccnc1[Zn]Br,Cc1cccnc1[Zn+]~[Br-]
F[Zn]F,[F-]~[F-]~[Zn+2]
Br[Zn]c1cccs1,[Br-]~[Zn+]c1cccs1
CCOC(=O)c1ccc([Zn]I)cc1,CCOC(=O)c1ccc([Zn+])cc1~[I-]
N#C[Zn]C#N,[C-]#N~[Zn]
Clc1ccc([Zn]I)cc1,Clc1ccc([Zn+])cc1~[I-]
Fc1cccc(F)c1[Zn]Br,Fc1cccc(F)c1[Zn+]~[Br-]
I[Zn]c1ccccc1,[I-]~[Zn+]c1ccccc1
Cl[Zn]Cl,Cl[Zn]
Fc1ccc([Zn]Br)nc1,Fc1ccc([Zn+])nc1~[Br-]
Fc1ccc([Zn]Cl)cc1,Fc1ccc([Zn+])cc1~[Cl-]
N#Cc1cccc([Zn]I)c1,N#Cc1cccc([Zn+])c1~[I-]
C[Si](C)(C)c1c(F)cnc([Zn]Cl)c1F,C[Si](C)(C)c1c(F)cnc([Zn+])c1F~[Cl-]
Br[Zn]Br,[Zn]Br
O=S(=O)(O[Y](OS(=O)(=O)C(F)(F)F)OS(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~[Y+3]
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,CCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCC(=O)[O-]~CCCC[Sn+2]CCCC
CCCCCCCCCCCC(=O)O[Sn](CCCCCCCC)(CCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCC(=O)[O-]~CCCCCCCC[Sn+2]CCCCCCCC
CCCCCCCCCCCC(=O)O[Sn](CCCC)(OC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCC(=O)[O-]~CCCC[Sn+3]
CCCCC(CC)C(=O)O[Sn]OC(=O)C(CC)CCCC,CCCCC(CC)C(=O)[O-]~CCCCC(CC)C(=O)[O-]~[Sn+2]
CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~CCCC[Sn+2]CCCC
O=S(=O)(O[Sn]OS(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~[Sn+2]
Cl[Sn]Cl,Cl[Sn]Cl~O~O
Cl[Sn]Cl,[Cl-]~[Cl-]~[Sn+2]
Cl[Sn](Cl)(Cl)Cl,Cl[Sn](Cl)(Cl)Cl~O~O
C[Sn](C)(C)[Sn](C)(C)C,C[Sn](C)C~C[Sn](C)C
CCCC[Sn](CCCC)(CCCC)OC,CCCC[Sn+](CCCC)CCCC~C[O-]
CCCC[Sn](CCCC)(CCCC)[Sn](CCCC)(CCCC)CCCC,CCCC[Sn](CCCC)CCCC~CCCC[Sn](CCCC)CCCC
CC(=O)O[Pb](OC(C)=O)(OC(C)=O)OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~[Pb+4]
CC(=O)O[Pb]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~[Pb+2]
CCc1ccc(Br)cc1[Pb](OC(C)=O)(OC(C)=O)OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CCc1ccc(Br)cc1[Pb+3]
CC(=O)O[Pb](OC(C)=O)(OC(C)=O)OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~[Pb+2]
CCc1ccc(-c2ccc(Cl)cc2)cc1[Pb](OC(C)=O)(OC(C)=O)OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CCc1ccc(-c2ccc(Cl)cc2)cc1[Pb+3]
CCc1cc(Br)ccc1[Pb](OC(C)=O)(OC(C)=O)OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CCc1cc(Br)ccc1[Pb+3]
CC(=O)O[Pb](OC(C)=O)(OC(C)=O)c1cc(-c2ccc(Cl)cc2)ccc1C,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~Cc1ccc(-c2ccc(Cl)cc2)cc1[Pb+3]
CC(=O)O[Pb](OC(C)=O)(OC(C)=O)c1c(C)cc(-c2ccccc2)cc1C,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~Cc1cc(-c2ccccc2)cc(C)c1[Pb+3]
N#CS[Pb]SC#N,N#C[S-]~N#C[S-]~[Pb+2]
O=[N+]([O-])O[Tl],O=[N+]([O-])[O-]~[Tl+]
O=C(O[Tl])C(F)(F)F,O=C([O-])C(F)(F)F~[Tl+]
O=C(O[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F)C(F)(F)F,O=C([O-])C(F)(F)F~O=C([O-])C(F)(F)F~O=C([O-])C(F)(F)F~[Tl+3]
CC(=O)O[Tl],CC(=O)[O-]~[Tl+]
[Cu]~[Zn],[Cu][Zn]
O=S(=O)(O[In](OS(=O)(=O)C(F)(F)F)OS(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~[In+3]
Cl[In](Cl)Cl,[Cl-]~[Cl-]~[Cl-]~[In+3]
Br[In](Br)Br,[Br-]~[Br-]~[Br-]~[In+3]
O=S(=O)(O[Sc](OS(=O)(=O)C(F)(F)F)OS(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~[Sc+3]
O=[Ru]O[Ru]=O,[O-2]~[O-2]~[O-2]~[Ru+3]~[Ru+3]
CC(=O)O[Cu]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~[Cu+2]
O=C(O[Cu])c1cccs1,O=C([O-])c1cccs1~[Cu+]
O=C(O[Cu]OC(=O)c1cccs1)c1cccs1,O=C([O-])c1cccs1~O=C([O-])c1cccs1~[Cu+2]
O=S(=O)(O[Cu]OS(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~[Cu+2]
O=S(=O)(O[Cu])C(F)(F)F,O=S(=O)([O-])C(F)(F)F~[Cu+]
O=[N+]([O-])O[Cu]O[N+](=O)[O-],O=[N+]([O-])[O-]~O=[N+]([O-])[O-]~[Cu+2]
CC(=O)/C=C(/C)O[Cu]O/C(C)=C\C(C)=O,CC(=O)C=C(C)[O-]~CC(=O)C=C(C)[O-]~[Cu+2]
CC(=O)/C=C(/C)O[Cu]O/C(C)=C\C(C)=O,CC(=O)CC(C)=O~[Cu+2]
CC(C)(C)C(=O)O[Cu]OC(=O)C(C)(C)C,CC(C)(C)C(=O)[O-]~CC(C)(C)C(=O)[O-]~[Cu+2]
Cc1cccc(C(=O)O[Cu])c1O,Cc1cccc(C(=O)[O-])c1O~[Cu+]
O=C(O[Cu]OC(=O)c1ccccc1)c1ccccc1,O=C([O-])c1ccccc1~O=C([O-])c1ccccc1~[Cu+2]
[Cu]I,[Cu+]~[I-]
[Cu]I,[Cu]~[I]
I[Cu]I,[Cu+2]~[I-]~[I-]
N#C[Cu],[C-]#N~[Cu+]
Cl[Cu],[Cl-]~[Cu+]
Br[Cu]Br,[Br-]~[Br-]~[Cu+2]
Cl[Cu]Cl,[Cl-]~[Cl-]~[Cu+2]
[Cu]O[Cu],[Cu+]~[Cu+]~[O-2]
N#C[Cu]C#N,[C-]#N~[C-]#N~[Cu+2]
O=[Cu],[Cu+2]~[O-2]
Cl[Zr](Cl)(C1C=CC=C1)C1C=CC=C1,[Cl-]~[Cl-]~[Zr+4]~c1cc[cH-]c1~c1cc[cH-]c1
Cl[ZrH](C1C=CC=C1)C1C=CC=C1,[Cl-]~[H-]~[Zr+2]~c1cc[cH-]c1~c1cc[cH-]c1
CC(C)(C)O[Zr](OC(C)(C)C)(OC(C)(C)C)OC(C)(C)C,CC(C)(C)[O-]~CC(C)(C)[O-]~CC(C)(C)[O-]~CC(C)(C)[O-]~[Zr+4]
CC(C)O[Zr](OC(C)C)(OC(C)C)OC(C)C,CC(C)[O-]~CC(C)[O-]~CC(C)[O-]~CC(C)[O-]~[Zr+4]
Cl[Zr](Cl)(Cl)Cl,[Cl-]~[Cl-]~[Cl-]~[Cl-]~[Zr+4]
CC(=O)O[Co]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~[Co+2]
C1=CC([Co]C2C=CC=C2)C=C1,[Co+2]~c1cc[cH-]c1~c1cc[cH-]c1
C1=Cc2nc1c(-c1ccccc1)c1ccc([n-]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([n-]3)c2-c2ccccc2)C=C1~[Co+2],C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1~[Co+2]
O=C(O[Co]OC(=O)c1ccc2ccccc2c1)c1ccc2ccccc2c1,O=C([O-])c1ccc2ccccc2c1~O=C([O-])c1ccc2ccccc2c1~[Co+2]
CC(=O)/C=C(/C)O[Co]O/C(C)=C\C(C)=O,CC(=O)C=C(C)[O-]~CC(=O)C=C(C)[O-]~[Co+2]
CCCCC(CC)C(=O)O[Co]OC(=O)C(CC)CCCC,CCCCC(CC)C(=O)[O-]~CCCCC(CC)C(=O)[O-]~[Co+2]
Cl[Co]Cl,[Cl-]~[Cl-]~[Co+2]
Br[Co]Br,[Br-]~[Br-]~[Co+2]
O[Co]O,[Co+2]~[OH-]~[OH-]
CC(=O)O[Rh]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~[Rh+2]
CC(=O)O[Rh](OC(C)=O)OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~[Rh+3]
CCCCCCCC(=O)O[Rh]OC(=O)CCCCCCC,CCCCCCCC(=O)[O-]~CCCCCCCC(=O)[O-]~[Rh+2]
CC(C)C[AlH]CC(C)C,CC(C)C[Al]CC(C)C
CCC(C)O[Al](OC(C)CC)OC(C)CC,CCC(C)[O-]~CCC(C)[O-]~CCC(C)[O-]~[Al+3]
CC(C)(C)O[Al](OC(C)(C)C)OC(C)(C)C,CC(C)(C)[O-]~CC(C)(C)[O-]~CC(C)(C)[O-]~[Al+3]
COCCO[AlH2-]OCCOC~[Na+],COCCO[AlH]OCCOC~[Na]
COCCO[AlH2-]OCCOC~[Na+],COCCO[Al-]OCCOC~[Na+]
C[Al](C)NCc1ccccc1F,C[Al+]C~[NH-]Cc1ccccc1F
CCCCCCCCCCCCCCCCCC(=O)O[Al](OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCCCCCCCC(=O)[O-]~[Al+3]
O=[Si]=O~O=[Si]=O~O=[Si]=O~O=[Si]=O~O=[Al]O[Al]=O,O~O=[Si]=O~O=[Si]=O~O=[Si]=O~O=[Si]=O~O=[Al]O[Al]=O
O[Al](O)O,[Al+3]~[OH-]~[OH-]~[OH-]
N[Al](N)N,[Al+3]~[NH2-]~[NH2-]~[NH2-]
C[Al](N)Cl,C[Al]Cl~[NH2-]
[AlH4-]~[Li+],[Al+3]~[H-]~[H-]~[H-]~[Li]
